Date,ALHE.TA,AMOT.TA,ARPT.TA,ASHG.TA,AZRG.TA,BEZQ.TA,BIG.TA,DSCT.TA,ELTR.TA,ENOG.TA,ENRG.TA,ESLT.TA,FIBI.TA,HARL.TA,ICL.TA,KEN.TA,LPSN.TA,LUMI.TA,MLSR.TA,MTRN.TA,MVNE.TA,MZTF.TA,NICE.TA,NVMI.TA,OPCE.TA,OPK.TA,ORA.TA,PHOE.TA,POLI.TA,SAE.TA,SKBN.TA,SPNS.TA,STRS.TA,TA35.TA,TEVA.TA,TSEM.TA
2019-02,0.04427560911710699,0.05953582240161424,0.06082874055929758,0.009900990099010068,0.0545738045738043,-0.004697776565442773,0.017977528089887423,-0.022883295194508237,0.07476190476190481,0.07748830995323931,0.015546055926043556,0.05809312638580967,-0.012500000000000375,-0.005078125000000289,-0.040189125295508374,0.0498318557016204,0.1733181299885969,0.005031446540880294,0.041169451073985605,0.04809437386569867,0.005961274738823939,0.0285968291598752,0.0531520395550062,0.006327708703374532,0.032802249297094105,-0.11615383441631635,-0.031738281249999695,0.033415248168065105,-0.002797809432420813,0.0015467904098994728,0.006470130884874261,0.0640276876487129,0.03160854893138381,0.005683821684656437,-0.14684734513274353,0.21946208442286164
2019-03,0.036879076768690344,-0.02380952380952316,0.04213969597844928,0.1938997821350752,0.04435682602267178,-0.1972938454934715,0.09801324503311237,-0.003122560499610265,0.030128489144882815,0.17482951022938625,0.11174899950690666,-0.01592623637887665,-0.005523590333716692,-0.02473498233215555,-0.05467980295566506,0.016453115899824948,0.006802721088435263,-0.006257822277847009,0.05501432664756478,0.008225108225108224,0.08981481481481467,0.07461826562950173,0.04671361502347415,0.011031439602867994,0.0009074410163339028,0.01631853764229693,-0.0005042864346948271,-0.0703756484397543,-0.03206409040155152,-0.07413127413127375,0.2559425099764966,0.12787151860134208,-0.05026714643986428,-0.018081550407447355,-0.07747163695299851,-0.08332056976566055
2019-04,0.05976288410355661,0.03414634146341451,0.1022895125553912,0.06979927007299204,-0.033506370929683685,-0.03567230845076054,0.01085645355850439,0.09788566953797996,0.05924731182795648,0.03113456464379953,0.0934595314853163,0.06643952299829652,0.045475584355472644,0.08494363929146535,-0.007295466388744588,0.010743446497636122,0.018339768339767692,0.03316540722082318,-0.013579576317219023,0.04937741519965631,0.05862361937128242,0.04276139410187688,0.11325409284592922,0.09765411893071468,0.0861287398005435,-0.08509954930548821,0.06054490413723485,0.048593349886175204,0.09523809523809482,-0.003336113427856313,0.10701110228144046,0.0003604902667630806,0.053157290470723866,0.03647906756893807,-0.02740688685874881,0.09456975772765179
2019-05,0.05479452054794496,0.056132075471698115,0.08542713567839172,0.2810234541577822,0.057128906249999924,-0.08617884938309825,0.025059665871121684,-0.005706134094151073,0.0729875139579736,-0.051177072671443447,0.032425683955477534,0.038338658146964695,-0.03043718871057044,0.023005565862708546,-0.03779527559055108,-0.02069160997732427,-0.031279620853080566,-0.005688744412840245,0.022577092511013842,-0.03764320785597418,0.03531300160513638,0.02686720658182228,0.012892828364222423,-0.07286282306162992,-0.028797996661102117,-0.20673921806874795,0.009990485252140963,0.09756104950484003,-0.004914950233453688,0.013389121338912128,0.10645161290322595,-0.07513513513513459,0.05091028017006434,-0.03416965764691774,-0.3757225433526009,-0.15967027934666458
2019-06,0.001298701298701007,0.06610093791871345,0.010802469135802335,-0.08621837549933373,0.09930715935334843,0.20507113086698814,-0.0011641443538996754,0.0451936872309896,-0.0510879848628193,0.035868392664509224,0.15093763731513724,0.03423076923076942,0.02283105022831046,-0.014871236851650312,0.04037097654118864,0.10361794500723544,-0.005870841487280193,0.03391908459337973,0.044695745826601706,0.06292517006802721,0.10480616369912779,0.026539809714571948,-0.016308671439936022,-0.03184303634609199,0.26514825956166693,0.31858407079645945,0.07583608101742831,-0.031111191732074626,0.003799375682858497,-0.015276630883567297,0.025267249757045123,0.1568283654782779,0.06742738589211608,0.03471168155173524,-0.017939814814815318,0.04432334241598582
2019-07,0.03739731949848677,0.040636782572266675,-0.011755725190839679,0.09253187613843311,0.038655462184874166,-0.11406421038271308,0.06915306915306899,0.04735758407686991,-0.004187437686939176,0.22650351470971156,-0.0759041554841651,0.0502045370026032,0.014285714285714235,0.01472754050073639,-0.0015731515469320574,-0.02963545764489906,0.14173228346456695,0.01462450592885408,-0.04432989690721619,5.329937879938741e-16,0.06188610459161596,0.03048780487804832,0.08956732713303596,0.14507198228128398,-0.05230978260869568,-0.14697989308060697,0.020140105078809117,0.009174336464201998,0.010219543305074378,0.08763102725366805,0.14786729857819922,-0.023408555069046568,0.034013605442177,0.016501357474082552,-0.1756040070713025,0.21238476256740302
2019-08,0.05834548864346682,3.261280134836398e-16,0.04464699521087576,0.12537512504168033,0.06553398058252424,-0.07499999999999975,0.08030523255813986,-0.036041939711664424,0.08229875851021248,-0.07662916578221174,0.18979361962112287,-0.03452549575070846,0.0068221830985916556,-0.0025399129172713046,-0.16281512605041995,0.01162162162162111,0.2034482758620689,-0.061940007791195545,0.17961165048543629,0.11199999999999971,0.04136379977274899,-0.03786982248520746,0.002969010948227739,-0.05996131528046448,-0.013978494623655777,-0.16771566676308297,0.10300429184549341,-0.026818218325050824,-0.029599085139400672,-0.07864302235929069,-0.06275805119735778,0.15347473702362402,-0.015977443609022538,-0.038438372949961885,-0.09935668334524643,-0.03916786226685762
2019-09,0.001181334908446113,0.035829307568438336,-0.0017746228926356685,0.05037037037037007,0.03644646924829167,0.036936923190280024,0.06760847628657873,0.03942895989123026,0.025901942645698586,-0.03586206896551734,0.014457831325301491,0.05629928479735904,0.011693989071038286,0.0989450709348848,0.0828105395232117,-0.07480630510285846,-0.0838108882521484,0.027408637873753982,0.026520347508001592,0.06546762589928067,0.015355298966925626,0.06273062730627277,-0.05457909343200763,0.15637860082304522,-0.02290076335877839,0.15960293972694342,0.025291828793774,0.06939724684391119,0.05791509583194968,0.060251046025104345,0.16651982378854588,-0.022275377485423728,0.04011461318051581,0.034251399293827776,-0.05079365079365027,0.02269672987905061
2019-10,5.377642775528102e-17,-0.036144578313252546,-0.014814814814814623,0.11960507757404795,-0.005494505494505773,0.01042575667719526,0.004725897920605408,0.05297580117724012,0.12623985572587873,-0.012875536480686768,0.08586696887525971,0.002604166666666694,0.04493896510748665,-0.06818934127772226,-0.09327925840092684,0.11464048512850127,0.13369820172009395,0.037186742118027236,-0.04944320712694829,0.04321404456448377,-0.021997220501161093,0.01157407407407396,0.09041095890410948,0.05249110320284686,0.05840773809523818,-0.31467392133629846,0.03187855787476279,-0.026303854875283833,0.028832100048088942,-0.060378847671664695,0.057401812688822274,0.15366972477064167,-0.02020202020202022,0.02392479317685381,0.20359531772575284,0.13447218572054273
2019-11,0.021828908554572223,0.034677419354838555,-0.007969924812030245,0.12118921642731172,-0.001473296500920414,0.24548583235248908,0.07996237064910516,-0.006211180124223352,0.16493194555644444,-0.0007246376811595243,0.053264806799995956,-0.0029437229437228123,0.10100279127468172,0.041918294849023305,0.041533546325878114,-0.06088082901554432,-0.04689655172413816,-0.017537022603273254,0.05154639175257756,-0.05954692556634283,0.18466453674121383,0.062700228832952,-0.054199569274946194,0.03719357565511456,0.021792618629174414,0.11459163166129818,-0.01655020228025055,0.011644154634374033,-0.005675817614866468,-0.04829903401931913,0.09142857142857105,0.05791915175612887,0.01780693533270928,0.029254057725568845,0.25182354984369576,-0.006692406692406569
2019-12,0.05080831408775954,-0.02299298519095847,-0.01743216613612232,0.16202247191011224,-0.06860936923644405,-0.04211257056597058,-0.026132404181184087,0.0006249999999996832,0.0536082474226803,0.021271452743534126,0.07061266874350983,-0.06634248002778705,-0.062065727699530275,-0.08114558472553661,-0.0030674846625769812,0.0175172413793103,-0.07959479015918967,-0.002776675922252872,-0.017379679144385294,-0.007226428079834385,0.017259978425026357,-0.009474590869939703,0.016318785578747587,0.07090464547677298,0.00894392844857262,-0.08448950367953391,-0.026178010471204393,-0.03867403314917169,0.02211920514483193,-0.030008826125330616,0.0399214659685867,-0.02280130293159603,-0.024861878453038243,-0.011295009896003296,-0.050776914539400295,0.06983674527079614
