Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,21000.0,21070.0,20750.0,21070.0,20079.75,109777
2014-01-02,21160.0,21200.0,20690.0,20700.0,19727.134765625,91266
2014-01-05,20690.0,20690.0,20250.0,20330.0,19374.521484375,31070
2014-01-06,20330.0,20500.0,20020.0,20310.0,19355.458984375,56322
2014-01-07,20310.0,20640.0,20300.0,20490.0,19527.009765625,52964
2014-01-08,20480.0,21000.0,20480.0,20920.0,19936.802734375,48664
2014-01-09,20770.0,20860.0,20610.0,20610.0,19641.375,57942
2014-01-12,20660.0,21000.0,20660.0,20890.0,19908.20703125,33345
2014-01-13,20770.0,21500.0,20720.0,21400.0,20394.2421875,75951
2014-01-14,21290.0,21500.0,21030.0,21350.0,20346.59375,35238
2014-01-15,21390.0,21400.0,21070.0,21200.0,20203.6328125,78034
2014-01-16,21290.0,21420.0,21050.0,21120.0,20127.3984375,55956
2014-01-19,21300.0,21350.0,21100.0,21120.0,20127.3984375,64376
2014-01-20,21120.0,21240.0,20750.0,20980.0,19993.9765625,68479
2014-01-21,21000.0,21170.0,20790.0,21030.0,20041.623046875,68993
2014-01-22,21000.0,21170.0,20790.0,21030.0,20041.623046875,68993
2014-01-23,20990.0,21010.0,20750.0,20860.0,19879.615234375,47095
2014-01-26,20520.0,20730.0,20430.0,20650.0,19679.482421875,33164
2014-01-27,20650.0,20730.0,20510.0,20640.0,19669.962890625,34674
2014-01-28,20620.0,20620.0,19900.0,20200.0,19250.63671875,57367
2014-01-29,20250.0,20350.0,19920.0,20060.0,19117.212890625,56825
2014-01-30,19750.0,20170.0,19710.0,19910.0,18974.259765625,200597
2014-02-02,19800.0,19800.0,19560.0,19700.0,18774.142578125,33076
2014-02-03,19610.0,19760.0,19560.0,19700.0,18774.142578125,59905
2014-02-04,19500.0,19780.0,19180.0,19780.0,18850.375,94397
2014-02-05,19810.0,20100.0,19620.0,19680.0,18755.078125,49047
2014-02-06,19680.0,20180.0,19680.0,20180.0,19231.57421875,94137
2014-02-09,20450.0,20500.0,20220.0,20230.0,19279.224609375,21689
2014-02-10,20450.0,20500.0,20220.0,20230.0,19279.224609375,21689
2014-02-11,20100.0,20340.0,19830.0,20100.0,19155.3359375,42835
2014-02-12,20180.0,20440.0,20090.0,20400.0,19441.232421875,36669
