Date,Open,High,Low,Close,Adj Close,Volume
2018-12-20,5979.0,5979.0,5685.0,5880.0,5069.20654296875,16805
2018-12-23,5754.0,5754.0,5348.0,5655.0,4875.2314453125,29390
2018-12-24,5501.0,5799.0,5365.0,5530.0,4767.4677734375,29269
2018-12-25,5513.0,5580.0,5258.0,5519.0,4757.984375,33828
2018-12-26,5502.0,5560.0,5400.0,5465.0,4711.4306640625,14167
2018-12-27,5847.0,5847.0,5381.0,5500.0,4741.6044921875,32927
2018-12-30,5500.0,5589.0,5463.0,5589.0,4818.33154296875,15701
2018-12-31,5589.0,5775.0,5562.0,5603.0,4830.40185546875,25837
2019-01-01,5603.0,5700.0,5603.0,5677.0,4894.19873046875,14331
2019-01-02,5677.0,5961.0,5570.0,5836.0,5031.2724609375,29354
2019-01-03,5841.0,5995.0,5818.0,5892.0,5079.5517578125,69099
2019-01-06,5931.0,6005.0,5820.0,5906.0,5091.62158203125,15454
2019-01-07,5821.0,5917.0,5821.0,5865.0,5056.2744140625,13642
2019-01-08,5865.0,6680.0,5859.0,6592.0,5683.0283203125,301735
2019-01-09,6600.0,6699.0,6600.0,6672.0,5751.99755859375,31262
2019-01-10,6672.0,6719.0,6557.0,6571.0,5664.923828125,24943
2019-01-13,6585.0,6699.0,6584.0,6634.0,5719.2373046875,110756
2019-01-14,6634.0,6634.0,6503.0,6560.0,5655.44091796875,18005
2019-01-15,6560.0,6626.0,6516.0,6595.0,5685.615234375,49541
2019-01-16,6595.0,6897.0,6587.0,6780.0,5845.10498046875,26111
2019-01-17,6850.0,6850.0,6705.0,6709.0,5783.8955078125,16746
2019-01-20,6850.0,6850.0,6680.0,6768.0,5834.76025390625,34559
2019-01-21,6768.0,6878.0,6773.0,6820.0,5879.58935546875,7219
2019-01-22,6825.0,6830.0,6769.0,6796.0,5858.89990234375,14376
2019-01-23,6720.0,6772.0,6640.0,6709.0,5783.8955078125,178137
2019-01-24,6709.0,6729.0,6362.0,6576.0,5669.23486328125,20046
2019-01-27,6576.0,6639.0,6480.0,6494.0,5598.54150390625,14931
2019-01-28,6490.0,6659.0,6490.0,6494.0,5598.54150390625,22602
2019-01-29,6451.0,6550.0,6451.0,6488.0,5593.369140625,31033
2019-01-30,6488.0,6618.0,6442.0,6600.0,5689.92529296875,26332
2019-01-31,6600.0,6773.0,6554.0,6616.0,5703.71923828125,23626
2019-02-03,6621.0,6719.0,6530.0,6538.0,5636.474609375,12386
2019-02-04,6698.0,6698.0,6477.0,6504.0,5607.162109375,15426
2019-02-05,6500.0,6559.0,6451.0,6542.0,5639.9228515625,16000
2019-02-06,6542.0,6684.0,6484.0,6523.0,5623.54296875,13909
2019-02-07,6600.0,6600.0,6456.0,6456.0,5565.78173828125,125742
2019-02-10,6460.0,6580.0,6442.0,6453.0,5563.19482421875,5358
2019-02-11,6485.0,6530.0,6459.0,6506.0,5608.88720703125,10901
2019-02-12,6565.0,6565.0,6494.0,6560.0,5655.44091796875,9974
2019-02-13,6560.0,6634.0,6560.0,6587.0,5678.7177734375,17255
2019-02-14,6565.0,6637.0,6510.0,6583.0,5675.26904296875,10999
2019-02-17,6588.0,6720.0,6558.0,6621.0,5708.029296875,12293
2019-02-18,6643.0,6670.0,6537.0,6639.0,5723.5478515625,10818
2019-02-19,6630.0,6671.0,6576.0,6627.0,5713.2021484375,11305
2019-02-20,6627.0,6730.0,6626.0,6704.0,5779.58447265625,27780
2019-02-21,6786.0,6795.0,6729.0,6757.0,5825.27685546875,20151
2019-02-24,6791.0,6803.0,6780.0,6786.0,5850.27783203125,7950
2019-02-25,6786.0,6888.0,6742.0,6854.0,5908.90185546875,25690
2019-02-26,6950.0,6950.0,6806.0,6865.0,5918.38427734375,36275
2019-02-27,6882.0,6882.0,6837.0,6847.0,5902.8662109375,14810
2019-02-28,6835.0,6877.0,6822.0,6868.0,5920.97021484375,12209
2019-03-03,6870.0,6913.0,6848.0,6879.0,5930.45361328125,8674
2019-03-04,6880.0,6949.0,6858.0,6902.0,5950.283203125,20183
2019-03-05,6902.0,6988.0,6863.0,6871.0,5923.55712890625,62314
2019-03-06,6871.0,7014.0,6887.0,7014.0,6046.8388671875,18205
2019-03-07,7001.0,7029.0,6880.0,6903.0,5951.14501953125,112068
2019-03-10,6903.0,6906.0,6831.0,6851.0,5906.31494140625,7204
2019-03-11,6935.0,6935.0,6813.0,6883.0,5933.90234375,9940
2019-03-12,6931.0,6972.0,6812.0,6847.0,5902.8662109375,18577
2019-03-13,6847.0,6899.0,6811.0,6879.0,5930.45361328125,10578
2019-03-14,6879.0,7043.0,6838.0,6957.0,5997.69921875,21498
2019-03-17,7017.0,7070.0,6951.0,7010.0,6043.39013671875,15950
2019-03-18,7010.0,7133.0,7020.0,7118.0,6136.49853515625,18086
2019-03-19,7118.0,7225.0,7118.0,7200.0,6207.19091796875,18019
2019-03-20,7230.0,7230.0,7150.0,7193.0,6201.15625,17581
2019-03-21,7193.0,7193.0,7193.0,7193.0,6201.15625,0
2019-03-24,7190.0,7200.0,6950.0,6972.0,6010.63037109375,25478
2019-03-25,6942.0,6989.0,6875.0,6897.0,5945.97216796875,21338
2019-03-26,6897.0,7060.0,6924.0,7024.0,6055.46044921875,18615
2019-03-27,7024.0,7100.0,6938.0,7040.0,6069.25390625,10606
2019-03-28,7000.0,7000.0,6930.0,6933.0,5977.0078125,33955
2019-03-31,7040.0,7040.0,6945.0,6981.0,6018.38916015625,5357
2019-04-01,7129.0,7129.0,6973.0,7100.0,6120.98046875,40132
2019-04-02,7079.0,7136.0,6985.0,6990.0,6026.1484375,37632
2019-04-03,7089.0,7089.0,6874.0,6888.0,5938.21240234375,76272
2019-04-04,6888.0,7030.0,6795.0,6795.0,5858.03662109375,87482
2019-04-07,6855.0,6855.0,6785.0,6801.0,5863.21044921875,12522
2019-04-08,6792.0,7000.0,6792.0,6898.0,5946.833984375,91323
2019-04-09,6898.0,6898.0,6898.0,6898.0,5946.833984375,0
2019-04-10,7029.0,7100.0,7011.0,7070.0,6095.11669921875,178746
2019-04-11,7075.0,7110.0,7025.0,7070.0,6095.11669921875,114158
2019-04-14,7070.0,7108.0,7071.0,7087.0,6109.7724609375,7715
2019-04-15,7003.0,7143.0,7003.0,7131.0,6147.70556640625,12268
2019-04-16,7131.0,7173.0,7062.0,7172.0,6183.0517578125,110788
2019-04-17,7079.0,7172.0,7051.0,7070.0,6095.11669921875,15379
2019-04-18,7170.0,7170.0,7002.0,7087.0,6109.7724609375,11889
2019-04-21,7087.0,7168.0,7106.0,7162.0,6174.4306640625,5485
2019-04-22,7162.0,7165.0,7093.0,7137.0,6152.8779296875,2237
2019-04-23,7137.0,7219.0,7174.0,7214.0,6219.26171875,10519
2019-04-24,7120.0,7200.0,7111.0,7153.0,6166.671875,5747
2019-04-25,7153.0,7153.0,7153.0,7153.0,6166.671875,0
2019-04-28,7153.0,7223.0,7153.0,7206.0,6212.36376953125,7215
2019-04-29,7206.0,7242.0,7071.0,7071.0,6095.97900390625,11277
2019-04-30,7021.0,7084.0,7021.0,7056.0,6083.04736328125,5195
2019-05-01,7090.0,7131.0,7001.0,7040.0,6069.25390625,15138
2019-05-02,6900.0,7063.0,6871.0,6900.0,5948.55859375,35756
2019-05-05,6858.0,6989.0,6858.0,6989.0,6025.28515625,9613
2019-05-06,6968.0,7030.0,6822.0,7030.0,6060.6328125,15126
2019-05-07,7030.0,7191.0,7000.0,7078.0,6102.013671875,31394
2019-05-08,7078.0,7078.0,7078.0,7078.0,6102.013671875,0
2019-05-09,7078.0,7078.0,7078.0,7078.0,6102.013671875,0
2019-05-12,7020.0,7216.0,6986.0,7125.0,6142.533203125,6431
2019-05-13,7050.0,7168.0,7001.0,7060.0,6086.49609375,23753
2019-05-14,7060.0,7232.0,7027.0,7206.0,6212.36376953125,24798
2019-05-15,7206.0,7206.0,7206.0,7206.0,6212.36376953125,0
2019-05-16,7258.0,7300.0,7203.0,7277.0,6273.57421875,15064
2019-05-19,7335.0,7393.0,7239.0,7373.0,6356.33642578125,51092
2019-05-20,7321.0,7409.0,7316.0,7390.0,6370.99169921875,13924
2019-05-21,7390.0,7390.0,7390.0,7390.0,6370.99169921875,0
2019-05-22,7501.0,7523.0,7362.0,7435.0,6409.787109375,25357
2019-05-23,7371.0,7456.0,7371.0,7385.0,6366.681640625,18354
2019-05-26,7385.0,7550.0,7201.0,7297.0,6290.81591796875,10680
2019-05-27,7300.0,7378.0,7185.0,7185.0,6194.259765625,21216
2019-05-28,7171.0,7296.0,7090.0,7199.0,6206.3291015625,218766
2019-05-29,7260.0,7260.0,6920.0,7075.0,6099.427734375,11668
2019-05-30,7243.0,7243.0,6755.0,6910.0,5957.1796875,59437
2019-06-02,6750.0,6751.0,6555.0,6693.0,5770.10107421875,41210
2019-06-03,6693.0,6664.0,6502.0,6611.0,5699.408203125,38858
2019-06-04,6590.0,6945.0,6533.0,6945.0,5987.35302734375,54048
2019-06-05,6945.0,7194.0,6833.0,6992.0,6027.8720703125,30984
2019-06-06,6971.0,7046.0,6851.0,6900.0,5948.55859375,40779
2019-06-09,6900.0,6900.0,6900.0,6900.0,5948.55859375,0
2019-06-10,6900.0,7191.0,6900.0,7191.0,6199.43212890625,16924
2019-06-11,7191.0,7140.0,6957.0,7078.0,6102.013671875,21817
2019-06-12,7159.0,7202.0,6987.0,7202.0,6208.91552734375,23634
2019-06-13,7181.0,7338.0,7129.0,7267.0,6264.9521484375,21605
2019-06-16,7283.0,7290.0,7221.0,7267.0,6264.9521484375,4119
2019-06-17,7267.0,7353.0,7101.0,7138.0,6153.74072265625,42314
2019-06-18,7138.0,7296.0,7153.0,7208.0,6214.087890625,474385
2019-06-19,7208.0,7318.0,7191.0,7318.0,6308.92041015625,20552
2019-06-20,7360.0,7445.0,7223.0,7415.0,6392.54541015625,63030
2019-06-23,7251.0,7437.0,7229.0,7309.0,6301.1611328125,4411
2019-06-24,7309.0,7410.0,7240.0,7400.0,6379.61328125,235539
2019-06-25,7400.0,7454.0,7231.0,7312.0,6303.7470703125,22283
2019-06-26,7386.0,7512.0,7202.0,7500.0,6465.82421875,89585
2019-06-27,7604.0,7604.0,7406.0,7560.0,6517.55078125,151160
2019-06-30,7604.0,7644.0,7604.0,7626.0,6574.44970703125,76617
2019-07-01,7626.0,7693.0,7570.0,7693.0,6632.2119140625,56048
2019-07-02,7689.0,7689.0,7228.0,7300.0,6293.40185546875,101514
2019-07-03,7300.0,7469.0,7387.0,7464.0,6434.7890625,13338
2019-07-04,7442.0,7442.0,7280.0,7360.0,6345.12890625,21573
2019-07-07,7360.0,7338.0,7256.0,7269.0,6266.6767578125,10462
2019-07-08,7269.0,7436.0,7250.0,7344.0,6331.3349609375,70667
2019-07-09,7241.0,7344.0,7202.0,7232.0,6234.77880859375,17539
2019-07-10,7232.0,7239.0,7109.0,7173.0,6183.9140625,14143
2019-07-11,7173.0,7398.0,7107.0,7331.0,6320.12744140625,26701
2019-07-14,7214.0,7324.0,7214.0,7313.0,6304.60986328125,12412
