,ASHG.TA,BEZQ.TA,ENOG.TA,ESLT.TA,ICL.TA,LUMI.TA,KEN.TA
Expected Returns,0.0658139449995859,0.0166987550060658,0.0538244390512466,0.0479570480835928,0.0372212784739013,0.013432937181636807,0.1063604803896387
